Oil_Price,Imports,Production,GDP,SP500,Stock_value,Treasury_note, Y_n_1,Y_n_2,Y_n_3
-0.098512109,0.088906784,-1.090535937,-0.039452555,-0.368932085,0.463202442,-0.145508122,-0.12954246,-0.261084742,-0.347193552
-0.13258426,0.18794482,-0.76349967,-0.047496331,-0.389950126,0.442881911,-0.055346645,-0.264325698,-0.3509097,-0.273814378
-0.267562393,0.173075002,-0.635590886,-0.05017759,-0.358423065,0.389478465,0.070879424,-0.354290238,-0.277416553,-0.38893815
-0.35765702,0.163377683,-0.837670708,-0.093077732,-0.315073355,0.336827632,0.215137787,-0.280682887,-0.392719135,-0.389264279
-0.283943234,0.187213956,-0.577994382,-0.079671438,-0.317043796,0.320190097,0.209127022,-0.396164642,-0.393045771,-0.456120861
-0.399591974,0.126103611,-0.718489452,-0.114527803,-0.245451094,0.270117361,-0.001249758,-0.396491786,-0.460006194,-0.468513788
-0.399919591,0.153721957,-0.529306689,-0.117209062,-0.219835357,0.172870247,-0.331841842,-0.463556261,-0.47241837,-0.539610055
-0.467081041,0.027303255,-0.853856776,-0.14402165,-0.164662999,0.088385516,-0.175561948,-0.475987725,-0.543625063,-0.572875281
-0.47953048,0.085457462,-0.554764137,-0.178878015,-0.146929027,-0.00300083,-0.133486592,-0.547305069,-0.576941957,-0.597987266
-0.550950949,0.116486508,-0.565563481,-0.178878015,-0.183710598,-0.047324889,-0.067368175,-0.580673735,-0.602092945,-0.664191588
-0.584367865,0.058029259,-0.729185206,-0.186921792,-0.119342848,-0.124011276,-0.043325114,-0.605863806,-0.668400096,-0.557873317
-0.609594361,0.151377844,-0.531766971,-0.211053121,-0.014252642,-0.167694814,-0.037314349,-0.672273994,-0.561916691,-0.58428982
-0.676100577,0.141469584,-0.680678797,-0.219096898,0.095435259,-0.271907595,-0.06135741,-0.565625121,-0.588374224,-0.587551116
-0.569297491,0.147678958,-0.563698846,-0.245909486,0.105287466,-0.368994578,0.046836363,-0.592123767,-0.591640586,-0.670714181
-0.595834454,0.148736632,-0.624169996,-0.270040816,0.176223355,-0.463359347,-0.229658834,-0.595395205,-0.67493282,-0.668757403
-0.599110623,0.119294096,-0.641780438,-0.288809628,0.238620664,-0.52526571,-0.626369335,-0.67881687,-0.672973002,-0.494604162
-0.682652914,0.159690681,-0.491677318,-0.323665993,0.214975368,-0.612136382,-0.494132501,-0.676854007,-0.498549267,-0.418942079
-0.680687213,0.109442285,-0.589933225,-0.323665993,0.202495906,-0.668678381,-0.24769113,-0.502159227,-0.422769666,-0.512867423
-0.505739827,0.074262762,-0.379307159,-0.345116064,0.193957327,-0.674090784,-0.337852607,-0.42626187,-0.516840894,-0.626686676
-0.429732723,-0.070472109,-0.845129248,-0.339753546,0.229425271,-0.674090784,-0.283755721,-0.520479279,-0.630836931,-0.728113002
-0.524086369,0.019682659,-0.418024234,-0.366566135,0.424498965,-0.674090784,-0.193594243,-0.634652459,-0.732420793,-0.646906716
-0.638424642,0.029635484,-0.444957851,-0.366566135,0.500689364,-0.676588817,-0.205615774,-0.736394175,-0.651088376,-0.620164083
-0.740313476,0.085044494,-0.669387396,-0.385334947,0.463907792,-0.727702399,-0.193594243,-0.654935374,-0.624304207,-0.661582551
-0.658736885,0.102445597,-0.736747337,-0.4014225,0.280656746,-0.828216171,-0.253701895,-0.628109583,-0.665787006,-0.707892963
-0.631872305,0.008648393,-0.834355801,-0.398741241,0.257668264,-0.866583384,-0.301788016,-0.669656844,-0.712169348,-0.755181765
-0.673479643,0.103616168,-0.385444916,-0.409466276,0.431067103,-0.946088063,-0.07337894,-0.716111261,-0.759531598,-0.705610055
-0.720001232,0.070442066,-0.42157222,-0.398741241,0.492150785,-1.006088876,0.161040901,-0.763547109,-0.709882894,-0.733657207
-0.767505672,0.055616813,-0.466711927,-0.417510053,0.85077111,-1.039123751,0.335353091,-0.713821254,-0.737973608,-0.787468602
-0.717707914,0.083270812,-0.297729376,-0.436278865,1.079999121,-1.122295414,0.479611455,-0.74195562,-0.791868583,-0.911724004
-0.745882962,0.053554944,-0.49776328,-0.436278865,1.237634429,-1.194594232,0.49764375,-0.795934344,-0.916316979,-0.944336971
-0.799939738,0.035007038,-0.313190309,-0.4470039,1.428110426,-1.278758702,0.557751402,-0.920576125,-0.9489806,-0.95509925
-0.92476175,-0.047250832,-0.77401414,-0.465772712,1.287552276,-1.303338699,0.32333156,-0.953290503,-0.959759595,-0.946946008
-0.957523432,0.026640723,-0.323135029,-0.455047677,1.392642482,-1.389072446,0.401471507,-0.964086248,-0.951593689,-0.864435203
-0.968334788,0.038688098,-0.311869525,-0.468453971,1.405778757,-1.458825192,0.431525333,-0.955907653,-0.868954728,-0.733004947
-0.960144367,0.05524841,-0.469068618,-0.511354112,1.225154967,-1.505519179,0.179073197,-0.873140276,-0.737320336,-0.694847776
-0.87725731,0.072887193,-0.425353286,-0.497947818,0.968997591,-1.539402745,0.118965545,-0.741301332,-0.699103899,-0.725503965
-0.745227728,0.056995354,-0.602985671,-0.530122924,0.783776104,-1.546592594,0.215137787,-0.703025509,-0.729807703,-0.687346794
-0.706896559,0.088749322,-0.441953717,-0.484541524,0.846173414,-1.56302196,0.359396151,-0.733777025,-0.691591266,-0.653755439
-0.737692541,0.104367829,-0.423307367,-0.511354112,0.68919492,-1.56302196,0.521686811,-0.695501202,-0.657947737,-0.69093422
-0.699361372,0.036133044,-0.558855975,-0.511354112,0.571625252,-1.570452005,0.545729871,-0.661805393,-0.695184265,-0.698761332
-0.665616839,0.135037385,-0.358459504,-0.497947818,0.463250978,-1.570452005,0.617859053,-0.699099784,-0.703023534,-0.621794731
-0.702965157,0.125738179,-0.48362313,-0.519397889,0.196584582,-1.585183989,0.461579159,-0.706951235,-0.625937388,-0.622446991
-0.710827961,0.108990694,-0.317592919,-0.54084796,0.074417218,-1.586144771,0.31131003,-0.629745302,-0.626590661,-0.659951902
-0.63351039,-0.059277409,-0.847123372,-0.546210478,0.186732375,-1.595960757,0.437536098,-0.63039959,-0.664153825,-0.464926362
-0.634165623,0.047277237,-0.382932838,-0.543529219,0.169655217,-1.595992783,0.473600689,-0.668021125,-0.468825371,-0.507649348
-0.671841558,0.074619281,-0.337844927,-0.556935513,0.108571535,-1.611957771,0.515676045,-0.472389143,-0.511614715,-0.482537364
-0.475926695,0.018981505,-0.506905171,-0.551572995,0.126962321,-1.502620822,0.810203538,-0.515244979,-0.486463727,-0.567983336
-0.5188445,0.05066714,-0.374826856,-0.551572995,0.10068977,-1.230543477,0.822225069,-0.490054907,-0.572042414,-0.618859564
-0.493618004,0.069907287,-0.565149118,-0.567660548,0.155862128,-1.136883282,0.864300425,-0.575766578,-0.622997662,-0.549720075
-0.579453613,0.139948436,-0.391116514,-0.578385584,0.197241396,-1.120566007,0.87031119,-0.626801008,-0.553750786,-0.648537364
-0.630561838,0.090163514,-0.430765907,-0.607879431,0.202495906,-1.136803217,1.008558789,-0.557446526,-0.652721557,-0.748659171
-0.561107071,0.074280588,-0.514519097,-0.594473137,0.209720858,-1.16015021,1.032601849,-0.656571092,-0.752998874,-0.614293749
-0.660374969,0.061270612,-0.344733718,-0.61056069,0.165714334,-1.151823436,1.248989395,-0.757004234,-0.618424755,-0.629621843
-0.760953336,0.057132019,-0.490201149,-0.613241949,0.232052526,-1.151823436,0.972494198,-0.622220995,-0.633776657,-0.698435203
-0.625975203,0.034181102,-0.287189009,-0.650779573,0.219573065,-1.151823436,1.128774092,-0.637596753,-0.702696898,-0.736266244
-0.641373193,-0.058712921,-0.64356738,-0.674910902,0.183448306,-1.152511996,1.285053986,-0.706624091,-0.740586698,-0.772140507
-0.710500344,-0.05436933,-0.394612705,-0.692339085,0.267520471,-1.166475356,1.375215463,-0.74457277,-0.776516681,-0.84747646
-0.748503896,-0.017029896,-0.254765077,-0.674910902,0.308242925,-1.186603731,1.146806387,-0.780558586,-0.851969645,-0.811276067
-0.784541747,-0.042414056,-0.407691048,-0.70306412,0.313497436,-1.156595318,0.996537258,-0.856128799,-0.815713026,-0.893460743
-0.860221235,0.017828759,-0.263958764,-0.721832932,0.242561547,-1.106074218,1.050634145,-0.81981584,-0.898025351,-0.931944044
-0.823855767,-0.015446357,-0.529358484,-0.743283003,0.32991778,-1.054800505,0.924408076,-0.902256073,-0.936568424,-1.003040311
-0.906415207,0.045028196,-0.39795351,-0.764733074,0.389031021,-1.064360282,0.942440372,-0.940859039,-1.007775117,-1.009562904
-0.945073993,0.089500983,-0.383683872,-0.764464948,0.519736964,-1.051133521,0.852278894,-1.012176383,-1.014307842,-1.022934221
-1.016494462,0.016777028,-0.563154994,-0.793958795,0.477700881,-1.065593285,0.924408076,-1.018719259,-1.027699926,-1.108706323
-1.023046798,0.062545168,-0.321943734,-0.796371928,0.540098191,-1.084856957,0.702009765,-1.032132154,-1.113605249,-1.195782944
-1.036479088,0.049579756,-0.464536519,-0.807096964,0.593300107,-1.10317586,0.48562222,-1.118170969,-1.200817117,-1.179150331
-1.122642314,0.029480992,-0.315728284,-0.813531985,0.553234467,-1.111198386,0.515676045,-1.205518359,-1.184158671,-1.217307501
-1.210116007,-0.070974207,-0.712688365,-0.828547034,0.505943874,-1.111198386,0.383439212,-1.188834026,-1.222375107,-1.163496107
-1.193407549,-0.0024037,-0.250932216,-0.843293958,0.522364219,-1.111182373,0.209127022,-1.227109848,-1.168480133,-1.115881175
-1.231738718,-0.00620657,-0.186628205,-0.856968378,0.433037544,-1.119925486,0.161040901,-1.173131124,-1.120791246,-1.097291784
-1.177681941,0.021408805,-0.268180091,-0.85750463,0.346994939,-1.166059017,0.275245439,-1.125368132,-1.102172982,-1.148168012
-1.129849884,0.022817056,-0.107044546,-0.868765917,0.146666735,-1.238261757,0.100933249,-1.106720937,-1.153128231,-1.125338936
-1.111175725,-0.017784528,-0.540675783,-0.884317219,0.120394183,-1.24769343,0.257213144,-1.157755366,-1.130263696,-1.140014771
-1.16228395,0.069767651,-0.058823012,-0.914883569,0.199211837,-1.24769343,0.581794462,-1.134855302,-1.144962325,-1.10120534
-1.139350772,0.100172788,-0.065452826,-0.928289864,0.324006456,-1.24769343,0.653923644,-1.149576772,-1.106092616,-1.086855635
-1.154093529,0.008449336,-0.169250843,-0.933384256,0.228111644,-1.24764539,0.67195594,-1.110646662,-1.091720623,-1.094356617
-1.115107127,0.052280389,0.056991542,-0.954298075,0.218916251,-1.247661403,0.768128182,-1.096252335,-1.099233256,-1.063700429
-1.100691986,0.025413703,-0.001822155,-0.961537473,0.216288996,-1.24769343,0.762117417,-1.103776642,-1.068529452,-1.042175871
-1.108227173,-0.027223371,0.105808723,-0.960196844,0.148637176,-1.24769343,0.768128182,-1.073025127,-1.046971463,-0.989668995
-1.077431192,-0.106192352,-0.342687799,-0.970385628,0.057996874,-1.24769343,0.720042061,-1.051433637,-0.994383033,-0.929008877
-1.055808481,-0.00740388,0.21242959,-1.003096986,-0.044466076,-1.247629377,0.702009765,-0.998763488,-0.933628698,-0.891830095
-1.003062172,-0.070620659,0.204867459,-0.992908202,-0.048406959,-1.24764539,0.864300425,-0.937914745,-0.89639217,-0.941727934
-0.942125442,-0.029742773,-0.02008004,-1.013017643,-0.09898162,-1.247629377,0.906375781,-0.900620354,-0.94636751,-0.936835989
-0.904777123,0.04677811,0.1535382,-1.009532007,-0.091099855,-1.24748526,0.996537258,-0.950673352,-0.941467967,-0.946293749
-0.954902498,0.012480973,0.000560434,-1.018380161,-0.125254172,-1.247405195,1.104731031,-0.945766196,-0.950940417,-0.959338936
-0.949988245,0.018556653,0.057380007,-1.032858959,-0.140360889,-1.24732513,1.158827918,-0.955253365,-0.964005865,-0.908462708
-0.959489133,-0.022258843,0.107155404,-1.041707113,-0.14233133,-1.247293104,1.104731031,-0.968339117,-0.913050617,-0.94498923
-0.972593807,0.005243635,-0.033702235,-1.055917785,-0.22049217,-1.247245065,1.273032456,-0.917304687,-0.949633872,-0.903570763
-0.921485581,0.021497935,0.159235696,-1.079780989,-0.286830362,-1.247181013,1.405269289,-0.95394479,-0.908151073,-0.864109073
-0.958178666,-0.063570494,-0.034038905,-1.069860331,-0.395861451,-1.247100948,1.507452297,-0.91239753,-0.868628092,-0.767900822
-0.916571329,-0.06125609,0.141392175,-1.100426682,-0.346600417,-1.247020882,1.393247759,-0.872813132,-0.77227041,-0.764639525
-0.876929693,-0.15698444,-0.314744171,-1.102303563,-0.320327865,-1.246924804,1.2309571,-0.776305717,-0.769004048,-0.814211234
-0.780282729,-0.085395405,0.101328419,-1.123485508,-0.357109437,-1.2467967,1.327129342,-0.773034279,-0.818652752,-0.776054063
-0.77700656,-0.102398395,0.184693144,-1.143326823,-0.379441106,-1.209422295,1.158827918,-0.822760134,-0.780436315,-0.805731863
-0.826804318,-0.120872026,-0.007390162,-1.133406166,-0.362363948,-1.145402212,1.092709501,-0.784484311,-0.810160211,-0.873240704
-0.788473149,-0.066196851,0.164544727,-1.141986194,-0.391920568,-1.08450467,1.297075516,-0.814254395,-0.877773906,-0.892808484
-0.818286281,-0.120025293,-0.002521393,-1.163436265,-0.408340912,-1.083832123,1.477398471,-0.881973158,-0.897372078,-0.921507894
-0.886102964,-0.034796431,0.067557807,-1.176038181,-0.418193119,-1.021157135,1.363193933,-0.901601785,-0.926116065,-0.897048169
-0.905759974,-0.057046194,0.04966249,-1.182205077,-0.440524788,-0.935791687,1.501441532,-0.930390438,-0.901618349,-0.821059957
-0.934590255,-0.066107721,-0.020908766,-1.191589483,-0.382068361,-0.910971495,1.525484592,-0.905854654,-0.825512112,-0.891830095
-0.910018992,-0.035916495,0.09464681,-1.206068281,-0.38535243,-0.889369921,1.423301585,-0.829630153,-0.89639217,-0.96488314
-0.833684272,-0.11848929,-0.032018884,-1.202314518,-0.401772775,-0.878449037,1.291064751,-0.900620354,-0.969558681,-0.972384122
-0.904777123,-0.110898404,0.237265493,-1.233417121,-0.391263754,-0.836174645,1.146806387,-0.973900561,-0.977071314,-0.966839918
-0.978163293,-0.205723572,-0.099093949,-1.249504674,-0.38535243,-0.796270181,0.864300425,-0.981424868,-0.971518498,-1.000757403
-0.98569848,-0.102799479,0.176121002,-1.252454059,-0.452347436,-0.796062012,0.768128182,-0.975863424,-1.005488664,-1.019020665
-0.980128994,-0.138451389,0.203935142,-1.257012199,-0.451033808,-0.795901882,0.804192773,-1.009886377,-1.023780292,-0.992930291
-1.014201144,-0.12459468,0.077839197,-1.276585388,-0.50160847,-0.795773778,0.936429607,-1.028206429,-0.997649395,-0.999779014
-1.032547686,-0.123837077,0.11658217,-1.27712164,-0.539046855,-0.795533582,1.002548023,-1.002034926,-1.004508755,-1.022281961
-1.00633834,-0.061761159,-0.053591675,-1.278194144,-0.559408083,-0.795453517,1.098720266,-1.008904946,-1.027046654,-0.985755439
-1.013218293,-0.09049957,0.137067258,-1.297767333,-0.588307889,-0.795373452,1.273032456,-1.031477867,-0.990463398,-0.943684712
-1.035823854,-0.106311192,0.138776506,-1.309564872,-0.584367006,-0.795421491,1.146806387,-0.994837763,-0.948327327,-0.938466637
-0.99913077,-0.068891541,0.072659656,-1.305542984,-0.610639558,-0.795389465,1.080687971,-0.952636215,-0.943101148,-0.982820272
-0.956868199,-0.100808914,0.283725983,-1.328065558,-0.621805392,-0.795437504,1.345161638,-0.947401915,-0.987523672,-0.981841883
-0.95162633,-0.148169505,0.092134733,-1.333964328,-0.634284854,-0.795405478,1.61564607,-0.991893469,-0.986543764,-0.999126755
-0.996182218,-0.094673814,0.260521636,-1.33450058,-0.644793874,-0.795389465,1.699796782,-0.990912038,-1.003855483,-1.027826165
-0.995199368,-0.230893821,-0.111576645,-1.347638748,-0.64742113,-0.795373452,1.856076676,-1.008250658,-1.032599469,-0.998148366
-1.01256306,-0.176301834,0.326172328,-1.33315995,-0.661871033,-0.795405478,2.048421161,-1.037039311,-1.002875574,-1.009562904
-1.04139334,-0.112972157,0.388378624,-1.343348734,-0.662527847,-0.795421491,2.066453457,-1.007269227,-1.014307842,-1.018368405
-1.011580209,-0.148508199,0.11127314,-1.363458175,-0.613923627,-0.795373452,2.156614934,-1.018719259,-1.023127019,-0.988038346
-1.023046798,-0.118150597,0.306749046,-1.363726301,-0.567946662,-0.795341426,2.024378101,-1.027552141,-0.992749852,-0.946293749
-1.031892452,-0.074147227,0.096097082,-1.387053253,-0.517372,-0.795341426,1.862087441,-0.99712777,-0.950940417,-0.965861529
-1.001424087,-0.085805402,0.215356031,-1.384908246,-0.494383518,-0.795341426,1.723839843,-0.955253365,-0.970538589,-1.0040187
-0.959489133,-0.05176674,0.180601306,-1.398850792,-0.495697146,-0.795373452,1.759904434,-0.974881992,-1.008755026,-1.051959761
-0.979146143,-0.119639064,0.097495558,-1.408235198,-0.454317877,-0.795421491,1.63968913,-1.013157815,-1.056770549,-1.108706323
-1.017477312,-0.112490856,0.330989301,-1.400191421,-0.424761257,-0.8032999,1.687775252,-1.061247951,-1.113605249,-1.105445026
-1.065636986,-0.155493002,0.098660955,-1.428344639,-0.391920568,-0.803379966,1.561549183,-1.118170969,-1.110338887,-1.097291784
-1.122642314,-0.188560149,0.377087223,-1.439069675,-0.298653011,-0.818063911,1.273032456,-1.114899531,-1.102172982,-1.113924397
-1.119366146,-0.25022904,-0.129083496,-1.446040948,-0.259244184,-0.867111814,0.966483432,-1.106720937,-1.118831429,-1.045763297
-1.111175725,-0.227884206,0.434217569,-1.459179116,-0.238226142,-0.867127827,0.828235834,-1.123405269,-1.050564461,-0.995539329
-1.127884183,-0.145673872,0.466978171,-1.461860375,-0.241510211,-0.868921286,0.840257364,-1.055032219,-1.000262485,-1.016737757
-1.059412266,-0.151797087,0.331377767,-1.470976655,-0.219178543,-0.873501011,0.816214303,-1.004652077,-1.021493838,-1.000105144
-1.008959274,-0.114009033,0.451905704,-1.494839859,-0.182396971,-0.882244124,0.575783697,-1.025916422,-1.004835391,-1.0040187
-1.030254368,-0.188851306,0.175939719,-1.495107985,-0.162035744,-0.89169181,0.593815993,-1.009232089,-1.008755026,-0.96488314
-1.01354591,-0.163820694,0.386876557,-1.512268041,-0.152183537,-0.916848276,0.786160478,-1.013157815,-0.969558681,-0.936835989
-1.017477312,-0.104115628,0.33111879,-1.523529328,-0.14758584,-0.928922098,0.864300425,-0.973900561,-0.941467967,-0.927052099
-0.978163293,-0.133584903,0.240554502,-1.522188699,-0.117372406,-0.938209654,0.954461902,-0.945766196,-0.931668881,-0.924769191
-0.949988245,-0.148323997,0.458431927,-1.527551217,-0.140360889,-0.948361913,1.002548023,-0.935951882,-0.929382427,-0.932270173
-0.940159741,-0.157899506,0.307810852,-1.541225637,-0.160065302,-0.955039346,0.960472667,-0.933661876,-0.93689506,-0.966839918
-0.937866423,-0.177918053,0.560546593,-1.550610043,-0.149556282,-1.02054864,0.966483432,-0.941186183,-0.971518498,-0.954446991
-0.94540161,-0.263348943,-0.004152949,-1.550610043,-0.158751675,-1.049436141,1.128774092,-0.975863424,-0.959106322,-0.924116932
-0.980128994,-0.195904442,0.550006225,-1.555168183,-0.162035744,-1.057378602,1.339150872,-0.96343196,-0.928729155,-0.880089427
-0.967679554,-0.228582389,0.664189223,-1.55275505,-0.141017703,-1.066778249,1.435323115,-0.933007588,-0.884633266,-0.873892963
-0.937211189,-0.229845061,0.418782534,-1.568306351,-0.158094861,-1.077747173,1.501441532,-0.888843178,-0.878427178,-0.891503965
-0.892982917,-0.15874921,0.682265824,-1.576082002,-0.16663344,-1.085177217,1.345161638,-0.882627446,-0.896065534,-0.87715426
-0.886758198,-0.221217298,0.423444122,-1.591097051,-0.116058779,-1.119397056,1.224946334,-0.90029321,-0.88169354,-0.85726035
-0.904449506,-0.180734554,0.518514611,-1.597800199,-0.089786227,-1.140213991,1.333140107,-0.885898884,-0.861768732,-0.903244633
-0.890034366,-0.149515365,0.686564844,-1.597532073,-0.071395442,-1.150094029,1.477398471,-0.865943113,-0.907824437,-0.927704358
-0.870049739,-0.225364804,0.530013194,-1.602090213,-0.066797745,-1.150110042,1.735861373,-0.912070386,-0.932322153,-0.970427344
-0.916243712,-0.217253994,0.716683879,-1.632120312,-0.014252642,-1.166219147,1.807990555,-0.93660617,-0.975111496,-0.967492177
-0.940814974,-0.229360789,0.627284988,-1.628098424,-0.01556627,-1.166267187,1.868098207,-0.979462005,-0.972171771,-1.587464672
